display_name,pdl_name,type
"Mountain View, California","mountain view, california, united states",city
"Pine Hills, Florida","pine hills, florida, united states",city
"Folsom, California","folsom, california, united states",city
"Silver Spring, Maryland","silver spring, maryland, united states",city
"Johns Creek, Georgia","johns creek, georgia, united states",city
"The Villages, Florida","the villages, florida, united states",city
"Owensboro, Kentucky","owensboro, kentucky, united states",city
"Napa, California","napa, california, united states",city
"New Rochelle, New York","new rochelle, new york, united states",city
"Alhambra, California","alhambra, california, united states",city
"Cheyenne, Wyoming","cheyenne, wyoming, united states",city
"Miami Beach, Florida","miami beach, florida, united states",city
"Wenatchee, Washington","wenatchee, washington, united states",city
"Jackson, Michigan","jackson, michigan, united states",city
"Lehi, Utah","lehi, utah, united states",city
"Anderson, Indiana","anderson, indiana, united states",city
"Homestead, Florida","homestead, florida, united states",city
"Florence, Alabama","florence, alabama, united states",city
"Rancho Cordova, California","rancho cordova, california, united states",city
"Morgantown, West Virginia","morgantown, west virginia, united states",city
"Boynton Beach, Florida","boynton beach, florida, united states",city
"Somerville, Massachusetts","somerville, massachusetts, united states",city
"North Port, Florida","north port, florida, united states",city
"Lakewood, California","lakewood, california, united states",city
"Salisbury, Maryland","salisbury, maryland, united states",city
"South Jordan, Utah","south jordan, utah, united states",city
"Parma, Ohio","parma, ohio, united states",city
"Pharr, Texas","pharr, texas, united states",city
"State College, Pennsylvania","state college, pennsylvania, united states",city
"Plymouth, Minnesota","plymouth, minnesota, united states",city
"Turlock, California","turlock, california, united states",city
"Davis, California","davis, california, united states",city
"Perris, California","perris, california, united states",city
"Jonesboro, Arkansas","jonesboro, arkansas, united states",city
"Tustin, California","tustin, california, united states",city
"Terre Haute, Indiana","terre haute, indiana, united states",city
"Upland, California","upland, california, united states",city
"Georgetown, Texas","georgetown, texas, united states",city
"Texarkana, Texas","texarkana, texas, united states",city
"Kendall, Florida","kendall, florida, united states",city
"Pasco, Washington","pasco, washington, united states",city
"Milpitas, California","milpitas, california, united states",city
"Carmichael, California","carmichael, california, united states",city
"Chino Hills, California","chino hills, california, united states",city
"Flower Mound, Texas","flower mound, texas, united states",city
"Flagstaff, Arizona","flagstaff, arizona, united states",city
"Alton, Illinois","alton, illinois, united states",city
"Pleasanton, California","pleasanton, california, united states",city
"Cedar Park, Texas","cedar park, texas, united states",city
"Bellflower, California","bellflower, california, united states",city
"Loveland, Colorado","loveland, colorado, united states",city
"Mansfield, Ohio","mansfield, ohio, united states",city
"Hammond, Indiana","hammond, indiana, united states",city
"Bethlehem, Pennsylvania","bethlehem, pennsylvania, united states",city
"Woodbury, Minnesota","woodbury, minnesota, united states",city
"Alameda, California","alameda, california, united states",city
"Wyoming, Michigan","wyoming, michigan, united states",city
"Schaumburg, Illinois","schaumburg, illinois, united states",city
"Castle Rock, Colorado","castle rock, colorado, united states",city
"Evanston, Illinois","evanston, illinois, united states",city
"Doral, Florida","doral, florida, united states",city
"St. Joseph, Missouri","st. joseph, missouri, united states",city
"Valdosta, Georgia","valdosta, georgia, united states",city
"Wausau, Wisconsin","wausau, wisconsin, united states",city
"Pocatello, Idaho","pocatello, idaho, united states",city
"Elizabethtown, Kentucky","elizabethtown, kentucky, united states",city
"Anniston, Alabama","anniston, alabama, united states",city
"Arlington Heights, Illinois","arlington heights, illinois, united states",city
"Rochester Hills, Michigan","rochester hills, michigan, united states",city
"Southfield, Michigan","southfield, michigan, united states",city
"Daytona Beach, Florida","daytona beach, florida, united states",city
"Pittsburg, California","pittsburg, california, united states",city
"Oshkosh, Wisconsin","oshkosh, wisconsin, united states",city
"Redmond, Washington","redmond, washington, united states",city
"Saratoga Springs, New York","saratoga springs, new york, united states",city
"Apple Valley, California","apple valley, california, united states",city
"Mansfield, Texas","mansfield, texas, united states",city
"Pawtucket, Rhode Island","pawtucket, rhode island, united states",city
"Missouri City, Texas","missouri city, texas, united states",city
"Broomfield, Colorado","broomfield, colorado, united states",city
"Janesville, Wisconsin","janesville, wisconsin, united states",city
"San Marcos, Texas","san marcos, texas, united states",city
"Camarillo, California","camarillo, california, united states",city
"Jackson, Tennessee","jackson, tennessee, united states",city
"Dothan, Alabama","dothan, alabama, united states",city
"Sherman, Texas","sherman, texas, united states",city
"Lauderhill, Florida","lauderhill, florida, united states",city
"Harrisonburg, Virginia","harrisonburg, virginia, united states",city
"Bolingbrook, Illinois","bolingbrook, illinois, united states",city
"Ellicott City, Maryland","ellicott city, maryland, united states",city
"Alexandria, Louisiana","alexandria, louisiana, united states",city
"Battle Creek, Michigan","battle creek, michigan, united states",city
"New Britain, Connecticut","new britain, connecticut, united states",city
"Sheboygan, Wisconsin","sheboygan, wisconsin, united states",city
"Brunswick, Georgia","brunswick, georgia, united states",city
"Altoona, Pennsylvania","altoona, pennsylvania, united states",city
"Lodi, California","lodi, california, united states",city
"Redlands, California","redlands, california, united states",city
"Caguas, Puerto Rico","caguas, puerto rico, puerto rico",city
"Dale City, Virginia","dale city, virginia, united states",city
"Glen Burnie, Maryland","glen burnie, maryland, united states",city
"Mount Vernon, New York","mount vernon, new york, united states",city
"Lakeville, Minnesota","lakeville, minnesota, united states",city
"Dover, New Hampshire","dover, new hampshire, united states",city
"Lebanon, Pennsylvania","lebanon, pennsylvania, united states",city
"Rocklin, California","rocklin, california, united states",city
"Framingham, Massachusetts","framingham, massachusetts, united states",city
"Wesley Chapel, Florida","wesley chapel, florida, united states",city
"Noblesville, Indiana","noblesville, indiana, united states",city
"Tamarac, Florida","tamarac, florida, united states",city
"Centreville, Virginia","centreville, virginia, united states",city
"Poinciana, Florida","poinciana, florida, united states",city
"Fairbanks, Alaska","fairbanks, alaska, united states",city
"Lake Elsinore, California","lake elsinore, california, united states",city
"Camden, New Jersey","camden, new jersey, united states",city
"Rogers, Arkansas","rogers, arkansas, united states",city
"Blaine, Minnesota","blaine, minnesota, united states",city
"Wilmington, Delaware","wilmington, delaware, united states",city
"St. Charles, Missouri","st. charles, missouri, united states",city
"Blacksburg, Virginia","blacksburg, virginia, united states",city
"Waukesha, Wisconsin","waukesha, wisconsin, united states",city
"Casas Adobes, Arizona","casas adobes, arizona, united states",city
"Baldwin Park, California","baldwin park, california, united states",city
"Cleveland, Tennessee","cleveland, tennessee, united states",city
"Dublin, California","dublin, california, united states",city
"Ankeny, Iowa","ankeny, iowa, united states",city
"Maple Grove, Minnesota","maple grove, minnesota, united states",city
"Bayonne, New Jersey","bayonne, new jersey, united states",city
"North Richland Hills, Texas","north richland hills, texas, united states",city
"Eastvale, California","eastvale, california, united states",city
"Guaynabo, Puerto Rico","guaynabo, puerto rico, puerto rico",city
